Power	350	362	375	387	400	412	425	437	450	462	475	487	500	512	525	537	550
1.00000000e+00	2.18213785e+03	2.07153070e+03	1.96829438e+03	1.87188678e+03	1.78179867e+03	1.69755490e+03	1.61871435e+03	1.54486903e+03	1.47564259e+03	1.41068854e+03	1.34968829e+03	1.29234920e+03	1.23840259e+03	1.18760179e+03	1.13972039e+03	1.09455049e+03	1.05190117e+03
1.10996151e+00	2.73206813e+03	2.59075143e+03	2.45914940e+03	2.33651340e+03	2.22214440e+03	2.11539407e+03	2.01566402e+03	1.92240384e+03	1.83510846e+03	1.75331523e+03	1.67660072e+03	1.60457771e+03	1.53689209e+03	1.47322006e+03	1.41326546e+03	1.35675724e+03	1.30344726e+03
1.20997071e+00	3.30135803e+03	3.12692100e+03	2.96487309e+03	2.81421225e+03	2.67400897e+03	2.54340666e+03	2.42161961e+03	2.30792942e+03	2.20168055e+03	2.10227565e+03	2.00917079e+03	1.92187076e+03	1.83992472e+03	1.76292203e+03	1.69048852e+03	1.62228296e+03	1.55799394e+03
1.30232242e+00	3.89175516e+03	3.68146249e+03	3.48662672e+03	3.30593345e+03	3.13817197e+03	2.98223430e+03	2.83711093e+03	2.70188468e+03	2.57572365e+03	2.45787403e+03	2.34765302e+03	2.24444201e+03	2.14768037e+03	2.05685964e+03	1.97151831e+03	1.89123703e+03	1.81563441e+03
1.38854537e+00	4.50526944e+03	4.25599782e+03	4.02572256e+03	3.81274201e+03	3.61550072e+03	3.43258588e+03	3.26271954e+03	3.10474853e+03	2.95763362e+03	2.82043879e+03	2.69232088e+03	2.57251998e+03	2.46035069e+03	2.35519416e+03	2.25649097e+03	2.16373478e+03	2.07646666e+03
1.46971861e+00	5.14422980e+03	4.85238766e+03	4.58365195e+03	4.33583775e+03	4.10696441e+03	3.89524763e+03	3.69908598e+03	3.51704506e+03	3.34784112e+03	3.19032528e+03	3.04346880e+03	2.90634960e+03	2.77814021e+03	2.65809702e+03	2.54555071e+03	2.43989792e+03	2.34059378e+03
1.54663744e+00	5.81135714e+03	5.47278214e+03	5.16212060e+03	4.87657985e+03	4.61365131e+03	4.37109518e+03	4.14691830e+03	3.93934965e+03	3.74681596e+03	3.56791895e+03	3.40141445e+03	3.24619383e+03	3.10126753e+03	2.96575068e+03	2.83885044e+03	2.71985508e+03	2.60812437e+03
1.61990800e+00	6.50985973e+03	6.11968588e+03	5.76309299e+03	5.43651735e+03	5.13678974e+03	4.86110815e+03	4.60700229e+03	4.37229614e+03	4.15507224e+03	3.95363896e+03	3.76650134e+03	3.59233555e+03	3.42996671e+03	3.27834968e+03	3.13655254e+03	3.00374236e+03	2.87917293e+03
1.69000488e+00	7.24355987e+03	6.79604280e+03	6.38884926e+03	6.01742746e+03	5.67777412e+03	5.36638798e+03	5.08021368e+03	4.81658532e+03	4.57317424e+03	4.34794239e+03	4.13910181e+03	3.94507974e+03	3.76448882e+03	3.59610173e+03	3.43882966e+03	3.29170390e+03	3.15386031e+03
1.75730790e+00	8.01706500e+03	7.50534812e+03	7.04205882e+03	6.62136425e+03	6.23819742e+03	5.88817969e+03	5.56753301e+03	5.27299512e+03	5.00174348e+03	4.75132914e+03	4.51962050e+03	4.30475589e+03	4.10510371e+03	3.91922903e+03	3.74586566e+03	3.58389260e+03	3.43231424e+03
1.82212667e+00	8.83600339e+03	8.25179923e+03	7.72587722e+03	7.25072136e+03	6.81989208e+03	6.42789895e+03	6.07006364e+03	5.74239277e+03	5.44146705e+03	5.16434767e+03	4.90849835e+03	4.67172086e+03	4.45210198e+03	4.24796963e+03	4.05785665e+03	3.88047084e+03	3.71466986e+03
1.88471753e+00	9.70735632e+03	9.04050257e+03	8.44407571e+03	7.90831381e+03	7.42498241e+03	6.98716599e+03	6.58905403e+03	6.22574956e+03	5.89310750e+03	5.58760178e+03	5.30621721e+03	5.04636207e+03	4.80579730e+03	4.58257910e+03	4.37501215e+03	4.18161135e+03	4.00107032e+03
1.94529554e+00	1.06399381e+04	9.87776395e+03	9.20121778e+03	8.59748674e+03	8.05595235e+03	7.56784854e+03	7.12592531e+03	6.72415890e+03	6.35751484e+03	6.02175859e+03	5.71330536e+03	5.42910127e+03	5.16652896e+03	4.92333236e+03	4.69755636e+03	4.48749811e+03	4.29166746e+03
2.00404324e+00	1.16451109e+04	1.07715064e+04	1.00029052e+04	9.32226218e+03	8.71573463e+03	8.17211691e+03	7.68230598e+03	7.23885850e+03	6.83564091e+03	6.46755808e+03	6.13034382e+03	5.82039888e+03	5.53466488e+03	5.27052571e+03	5.02572965e+03	4.79832742e+03	4.58662260e+03
2.06111714e+00	1.27378852e+04	1.17318897e+04	1.08561293e+04	1.00875416e+04	9.40783006e+03	8.80251577e+03	8.26007599e+03	7.77125800e+03	7.32855707e+03	6.92582458e+03	6.55797400e+03	6.22075909e+03	5.91060511e+03	5.62447929e+03	5.35979021e+03	5.11430904e+03	4.88610728e+03
2.11665265e+00	1.39386848e+04	1.27722614e+04	1.17697873e+04	1.08993924e+04	1.01364702e+04	9.46205902e+03	8.86142345e+03	8.32297367e+03	7.83747591e+03	7.39748063e+03	6.99690666e+03	6.63073576e+03	6.29478576e+03	5.98553972e+03	5.70001594e+03	5.43566753e+03	5.19030430e+03
2.17076783e+00	1.52763109e+04	1.39106778e+04	1.27554675e+04	1.17654630e+04	1.09068441e+04	1.01543575e+04	9.48891877e+03	8.89587265e+03	8.36377829e+03	7.88356390e+03	7.44793275e+03	7.05093955e+03	6.68768369e+03	6.35408331e+03	6.04670659e+03	5.76264372e+03	5.49940867e+03
2.22356640e+00	1.67932014e+04	1.51724616e+04	1.38286928e+04	1.26956066e+04	1.17254231e+04	1.08837946e+04	1.01456131e+04	9.49212996e+03	8.90904734e+03	8.38524799e+03	7.91193645e+03	7.48204620e+03	7.08982201e+03	6.73051965e+03	6.40018621e+03	6.09549639e+03	5.81362883e+03
2.27514002e+00	1.85553533e+04	1.65947684e+04	1.50109895e+04	1.37028525e+04	1.26004389e+04	1.16557732e+04	1.08351714e+04	1.01143031e+04	9.47511175e+03	8.90386834e+03	8.38991109e+03	7.92480658e+03	7.50177645e+03	7.11529583e+03	6.76080595e+03	6.43450418e+03	6.13318792e+03
2.32557018e+00	2.06721914e+04	1.82353748e+04	1.63335438e+04	1.48049918e+04	1.35426144e+04	1.24770728e+04	1.15620565e+04	1.07654314e+04	1.00641016e+04	9.44095474e+03	8.88297866e+03	8.38005874e+03	7.92418304e+03	7.50890138e+03	7.12894734e+03	6.77996777e+03	6.45832530e+03
2.37492973e+00	2.33366084e+04	2.01912204e+04	1.78441840e+04	1.60273216e+04	1.45663284e+04	1.33563826e+04	1.23317899e+04	1.14491707e+04	1.06785216e+04	9.99827269e+03	9.39241408e+03	8.84874254e+03	8.35774716e+03	7.91187406e+03	7.50502601e+03	7.13221236e+03	6.78929822e+03
2.42328409e+00	2.68759831e+04	2.26419007e+04	1.96221261e+04	1.74077503e+04	1.56915727e+04	1.43051284e+04	1.31513313e+04	1.21699807e+04	1.13213482e+04	1.05778767e+04	9.91967553e+03	9.33191762e+03	8.80325450e+03	8.32480664e+03	7.88949606e+03	7.49159052e+03	7.12638368e+03
2.47069228e+00	3.14769311e+04	2.59577420e+04	2.18136348e+04	1.90072671e+04	1.69474648e+04	1.53388170e+04	1.40296512e+04	1.29333901e+04	1.19961624e+04	1.11821801e+04	1.04664431e+04	9.83078556e+03	9.26158424e+03	8.74835510e+03	8.28285523e+03	7.85848551e+03	7.46988066e+03
2.51720776e+00	3.60462695e+04	3.07974304e+04	2.47356258e+04	2.09344708e+04	1.83791256e+04	1.64793510e+04	1.49786296e+04	1.37463861e+04	1.27073329e+04	1.18140475e+04	1.10346681e+04	1.03467176e+04	9.73372524e+03	9.18324827e+03	8.68565086e+03	8.23331509e+03	7.82011258e+03
2.56287914e+00	3.95441852e+04	3.64301019e+04	2.92273591e+04	2.34156166e+04	2.00628339e+04	1.77593261e+04	1.60145389e+04	1.46180045e+04	1.34602776e+04	1.24769210e+04	1.16266380e+04	1.08812898e+04	1.02207959e+04	9.63029957e+03	9.09848703e+03	8.61653598e+03	8.17743014e+03
2.60775076e+00	4.21819937e+04	4.05608010e+04	3.61851156e+04	2.70705512e+04	2.21457504e+04	1.92308386e+04	1.71606489e+04	1.55602632e+04	1.42618468e+04	1.31749938e+04	1.22450619e+04	1.14363277e+04	1.07240688e+04	1.00904212e+04	9.52203308e+03	9.00864911e+03	8.54221466e+03
2.65186323e+00	4.42820696e+04	4.34536160e+04	4.14310043e+04	3.43577732e+04	2.49845601e+04	2.09862734e+04	1.84521917e+04	1.65897173e+04	1.51209056e+04	1.39134584e+04	1.28931863e+04	1.20139648e+04	1.12450020e+04	1.05646418e+04	9.95703373e+03	9.41020571e+03	8.91488188e+03
2.69525382e+00	4.60329555e+04	4.56690687e+04	4.46809700e+04	4.20496354e+04	3.00378356e+04	2.32193725e+04	1.99469315e+04	1.77302260e+04	1.60492575e+04	1.46988684e+04	1.35749549e+04	1.26167191e+04	1.17852785e+04	1.10541276e+04	1.04043215e+04	9.82181465e+03	9.29588643e+03
2.73795685e+00	4.75417982e+04	4.74788201e+04	4.70388689e+04	4.58488168e+04	4.21173082e+04	2.64955737e+04	2.17516182e+04	1.90183201e+04	1.70631879e+04	1.55396882e+04	1.42952342e+04	1.32475968e+04	1.23468574e+04	1.15602097e+04	1.08648314e+04	1.02441511e+04	9.68572705e+03
2.78000401e+00	4.88733912e+04	4.90201352e+04	4.89170464e+04	4.83877603e+04	4.69321103e+04	3.91545545e+04	2.41082668e+04	2.05149276e+04	1.81862243e+04	1.64471611e+04	1.50601425e+04	1.39102332e+04	1.29320410e+04	1.20844183e+04	1.13396200e+04	1.06779672e+04	1.00849528e+04
2.82142461e+00	5.00694948e+04	5.03704322e+04	5.04950023e+04	5.03463662e+04	4.97107541e+04	4.78845963e+04	2.78939299e+04	2.23359581e+04	1.94545268e+04	1.74367576e+04	1.58775449e+04	1.46090918e+04	1.35435636e+04	1.26285262e+04	1.18298875e+04	1.11241041e+04	1.04941703e+04
2.86224587e+00	5.11585040e+04	5.15774507e+04	5.18661360e+04	5.19658397e+04	5.17652383e+04	5.10008791e+04	4.86023389e+04	2.47602658e+04	2.09287892e+04	1.85307533e+04	1.67578304e+04	1.53497506e+04	1.41847138e+04	1.31946057e+04	1.23370072e+04	1.15835084e+04	1.09140526e+04
2.90249306e+00	5.21605857e+04	5.26726966e+04	5.30853085e+04	5.33601950e+04	5.34320096e+04	5.31717557e+04	5.22479004e+04	4.87244057e+04	2.27258392e+04	1.97632414e+04	1.77151942e+04	1.61393293e+04	1.48595020e+04	1.37851036e+04	1.28625617e+04	1.20572501e+04	1.13453494e+04
2.94218975e+00	5.30905803e+04	5.36780765e+04	5.41875891e+04	5.45928635e+04	5.48522758e+04	5.48927775e+04	5.45635083e+04	5.34357554e+04	2.51343569e+04	2.11911308e+04	1.87698951e+04	1.69871518e+04	1.55729020e+04	1.44029424e+04	1.34083898e+04	1.25465474e+04	1.17889002e+04
2.98135793e+00	5.39597327e+04	5.46094612e+04	5.51968261e+04	5.57030225e+04	5.60999025e+04	5.63420138e+04	5.63472861e+04	5.59373729e+04	5.45367025e+04	2.29230924e+04	1.99525738e+04	1.79058217e+04	1.63312040e+04	1.50516586e+04	1.39766484e+04	1.30527956e+04	1.22456496e+04
3.02001815e+00	5.47767743e+04	5.54787337e+04	5.61300186e+04	5.67166959e+04	5.72188360e+04	5.76062021e+04	5.78290065e+04	5.77945219e+04	5.72891793e+04	5.54949841e+04	2.13135214e+04	1.89130806e+04	1.71425541e+04	1.57355982e+04	1.45698939e+04	1.35776058e+04	1.27166663e+04
3.05818969e+00	5.55486254e+04	5.62950354e+04	5.69997400e+04	5.76521231e+04	5.82375493e+04	5.87348667e+04	5.91115260e+04	5.93128049e+04	5.92332682e+04	5.86131476e+04	5.61609285e+04	2.00352729e+04	1.80178138e+04	1.64601984e+04	1.51911927e+04	1.41228538e+04	1.32031677e+04
3.09589063e+00	5.62808690e+04	5.70655583e+04	5.78155708e+04	5.85226254e+04	5.91756489e+04	5.97592509e+04	6.02509480e+04	6.06156223e+04	6.07929035e+04	6.06620397e+04	5.99008745e+04	2.13145224e+04	1.89720059e+04	1.72324094e+04	1.58442750e+04	1.46907448e+04	1.37065492e+04
3.13313794e+00	5.69780779e+04	5.77960695e+04	5.85849922e+04	5.93382547e+04	6.00472683e+04	6.07004732e+04	6.12816658e+04	6.17669088e+04	6.21182205e+04	6.22687266e+04	6.20789886e+04	6.11393312e+04	2.00269240e+04	1.80613515e+04	1.65337522e+04	1.52838991e+04	1.42284235e+04
3.16994762e+00	5.76440475e+04	5.84912695e+04	5.93139666e+04	6.01068001e+04	6.08629664e+04	6.15735516e+04	6.22264760e+04	6.28046591e+04	6.32825717e+04	6.36190272e+04	6.37396116e+04	6.34817640e+04	6.23063778e+04	1.89593870e+04	1.72654356e+04	1.59054698e+04	1.47706700e+04
3.20633474e+00	5.82819650e+04	5.91550436e+04	6.00073292e+04	6.08344311e+04	6.16308607e+04	6.23895905e+04	6.31013619e+04	6.37535393e+04	6.43280950e+04	6.47977521e+04	6.51177221e+04	6.52047861e+04	6.48672947e+04	6.33585737e+04	1.80468195e+04	1.65593063e+04	1.53355006e+04
3.24231353e+00	5.88945342e+04	5.97906430e+04	6.06690602e+04	6.15261254e+04	6.23573401e+04	6.31570581e+04	6.39180161e+04	6.46305890e+04	6.52815469e+04	6.58518361e+04	6.63122559e+04	6.66139516e+04	6.66633382e+04	6.62314377e+04	6.41844488e+04	1.72501872e+04	1.59255471e+04
3.27789743e+00	5.94840704e+04	6.04008180e+04	6.13024785e+04	6.21859632e+04	6.30475331e+04	6.38825765e+04	6.46852817e+04	6.54481361e+04	6.61611257e+04	6.68103834e+04	6.73757425e+04	6.78258780e+04	6.81073227e+04	6.81141750e+04	6.75683723e+04	6.40539923e+04	1.65439812e+04
3.31309917e+00	6.00525723e+04	6.09879173e+04	6.19103830e+04	6.28173347e+04	6.37056254e+04	6.45714335e+04	6.54100288e+04	6.62154254e+04	6.69798476e+04	6.76928675e+04	6.83399342e+04	6.88996709e+04	6.93383998e+04	6.95973937e+04	6.95559651e+04	6.88694771e+04	1.71946816e+04
3.34793081e+00	6.06017782e+04	6.15539644e+04	6.24951585e+04	6.34230905e+04	6.43350822e+04	6.52279258e+04	6.60977133e+04	6.69395901e+04	6.77473873e+04	6.85130506e+04	6.92257118e+04	6.98700846e+04	7.04234739e+04	7.08495868e+04	7.10836635e+04	7.09870559e+04	7.01210229e+04
3.38240377e+00	6.11332102e+04	6.21007156e+04	6.30588542e+04	6.40056527e+04	6.49388085e+04	6.58555979e+04	6.67527493e+04	6.76262645e+04	6.84711584e+04	6.92810693e+04	7.00476483e+04	7.07595577e+04	7.14007196e+04	7.19469987e+04	7.23591852e+04	7.25655572e+04	7.24053509e+04
3.41652891e+00	6.16482089e+04	6.26297061e+04	6.36032459e+04	6.45670985e+04	6.55192662e+04	6.64574120e+04	6.73787649e+04	6.82799866e+04	6.91569842e+04	7.00046360e+04	7.08163772e+04	7.15835467e+04	7.22943059e+04	7.29317229e+04	7.34700859e+04	7.38669185e+04	7.40424083e+04
3.45031656e+00	6.21479623e+04	6.31422864e+04	6.41298830e+04	6.51092241e+04	6.60785616e+04	6.70358717e+04	6.79787821e+04	6.89044718e+04	6.98095330e+04	7.06897739e+04	7.15399291e+04	7.23532196e+04	7.31206540e+04	7.38298578e+04	7.44629768e+04	7.49925682e+04	7.53724826e+04
3.48377653e+00	6.26335278e+04	6.36396514e+04	6.46401265e+04	6.56335942e+04	6.66185126e+04	6.75931143e+04	6.85553486e+04	6.95028056e+04	7.04326125e+04	7.13412889e+04	7.22245392e+04	7.30769473e+04	7.38915086e+04	7.46588804e+04	7.53661156e+04	7.59943610e+04	7.65142688e+04
3.51691818e+00	6.31058516e+04	6.41228636e+04	6.51351790e+04	6.61415809e+04	6.71407003e+04	6.81309807e+04	6.91106341e+04	7.00775817e+04	7.10293747e+04	7.19630859e+04	7.28751590e+04	7.37611898e+04	7.46156040e+04	7.54311584e+04	7.61981380e+04	7.69029814e+04	7.75257525e+04
3.54975042e+00	6.35657836e+04	6.45928726e+04	6.56161085e+04	6.66343953e+04	6.76465088e+04	6.86510689e+04	6.96465039e+04	7.06310043e+04	7.16024618e+04	7.25583867e+04	7.34957955e+04	7.44110522e+04	7.52996391e+04	7.61558153e+04	7.69720862e+04	7.77383402e+04	7.84403574e+04
3.58228176e+00	6.40140909e+04	6.50505309e+04	6.60838688e+04	6.71131117e+04	6.81371582e+04	6.91547763e+04	7.01645741e+04	7.11649639e+04	7.21541138e+04	7.31298844e+04	7.40897437e+04	7.50306491e+04	7.59488813e+04	7.68398037e+04	7.76975004e+04	7.85142108e+04	7.92794016e+04
3.61452033e+00	6.44514677e+04	6.54966068e+04	6.65393150e+04	6.75786881e+04	6.86137296e+04	6.96433324e+04	7.06662559e+04	7.16810961e+04	7.26862482e+04	7.36798568e+04	7.46597503e+04	7.56233523e+04	7.65675583e+04	7.74885626e+04	7.83816035e+04	7.92405811e+04	8.00574534e+04
3.64647388e+00	6.48785450e+04	6.59317955e+04	6.69832175e+04	6.80319832e+04	6.90771860e+04	7.01178258e+04	7.11527892e+04	7.21808265e+04	7.32005209e+04	7.42102496e+04	7.52081325e+04	7.61919646e+04	7.71591229e+04	7.81064389e+04	7.90300158e+04	7.99249613e+04	8.07849815e+04
3.67814985e+00	6.52958978e+04	6.63567284e+04	6.74162726e+04	6.84737692e+04	6.95283896e+04	7.05792249e+04	7.16252703e+04	7.26654061e+04	7.36983727e+04	7.47227397e+04	7.57368655e+04	7.67388446e+04	7.77264365e+04	7.86969702e+04	7.96472098e+04	8.05731638e+04	8.14698025e+04
3.70955535e+00	6.57040522e+04	6.67719804e+04	6.78391121e+04	6.89047442e+04	6.99681155e+04	7.10283959e+04	7.20846737e+04	7.31359395e+04	7.41810664e+04	7.52187844e+04	7.62476489e+04	7.72659986e+04	7.82719012e+04	7.92630795e+04	8.02368123e+04	8.11897935e+04	8.21179322e+04
3.74069719e+00	6.61034902e+04	6.71780772e+04	6.82523114e+04	6.93255409e+04	7.03970632e+04	7.14661167e+04	7.25318698e+04	7.35934076e+04	7.46497154e+04	7.56996587e+04	7.67419567e+04	7.77751496e+04	7.87975557e+04	7.98072144e+04	8.08018108e+04	8.17785709e+04	8.27341155e+04
3.77158190e+00	6.64946552e+04	6.75755003e+04	6.86563960e+04	6.97367351e+04	7.08158668e+04	7.18930892e+04	7.29676400e+04	7.40386857e+04	7.51053076e+04	7.61664857e+04	7.72210771e+04	7.82677895e+04	7.93051474e+04	8.03314476e+04	8.13447005e+04	8.23425511e+04	8.33221707e+04
3.80221574e+00	6.68779558e+04	6.79646925e+04	6.90518471e+04	7.01388523e+04	7.12251028e+04	7.23099488e+04	7.33926885e+04	7.44725587e+04	7.55487235e+04	7.66202604e+04	7.76861431e+04	7.87452202e+04	7.97961872e+04	8.08375522e+04	8.18675894e+04	8.28842789e+04	8.38852243e+04
3.83260474e+00	6.72537696e+04	6.83460615e+04	6.94391069e+04	7.05323738e+04	7.16252971e+04	7.27172729e+04	7.38076524e+04	7.48957336e+04	7.59807519e+04	7.70618689e+04	7.81381576e+04	7.92085853e+04	8.02719913e+04	8.13270585e+04	8.23722776e+04	8.34058996e+04	8.44258727e+04
3.86275468e+00	6.76224461e+04	6.87199840e+04	6.98185826e+04	7.09177413e+04	7.20169309e+04	7.31155881e+04	7.42131104e+04	7.53088494e+04	7.64021028e+04	7.74921043e+04	7.85780125e+04	7.96588958e+04	8.07337145e+04	8.18012980e+04	8.28603161e+04	8.39092414e+04	8.49463003e+04
3.89267109e+00	6.79843097e+04	6.90868085e+04	7.01906499e+04	7.12953615e+04	7.24004458e+04	7.35053757e+04	7.46095896e+04	7.57124862e+04	7.68134174e+04	7.79116799e+04	7.90065058e+04	8.00970502e+04	8.11823764e+04	8.22614373e+04	8.33330521e+04	8.43958766e+04	8.54483645e+04
3.92235934e+00	6.83396620e+04	6.94468585e+04	7.05556566e+04	7.16656096e+04	7.27762482e+04	7.38870773e+04	7.49975719e+04	7.61071722e+04	7.72152774e+04	7.83212394e+04	7.94243540e+04	8.05238512e+04	8.16188822e+04	8.27085049e+04	8.37916643e+04	8.48671690e+04	8.59336600e+04
3.95182456e+00	6.86887839e+04	6.98004344e+04	7.09139254e+04	7.20288328e+04	7.31447128e+04	7.42610992e+04	7.53774992e+04	7.64933897e+04	7.76082121e+04	7.87213662e+04	7.98322038e+04	8.09400192e+04	8.20440399e+04	8.31434132e+04	8.42371910e+04	8.53243102e+04	8.64035678e+04
